name_en|name_fr|code_hs4
Frozen sheep short forequarters|Casques ou demi-casques dovins congelés|204
Frozen sheep chines and/or best ends|Carrés et/ou selles ou demi-carrés et/ou demi-selles dovins congelés|204
Colour lakes (other than Chinese or Japanese lacquer and paints) preparations based on colour lakes of a kind used to dye fabrics or produce colorant preparations (excl. preparations of heading 3207 3208 3209 3210 3213 and 3215)|Laques colorantes (à lexcl. des laques de Chine ou du Japon et des peintures laquées) préparations à base de laques colorantes des types utilisés pour colorer toute matière ou bien destinées à entrer comme ingrédients dans la fabrication de préparations colorantes (à lexcl. des préparations des n° 3207 3208 3209 3210 3212 3213 et 3215)|3205
Frozen sheep legs|Culottes ou demi-culottes dovins congelées|204
Frozen cuts of sheep with bone in (excl. carcases and half-carcases short forequarters chines and/or best ends and legs)|Morceaux non désossés dovins congelés (à lexcl. des carcasses ou demi-carcasses des casques ou demi-casques des carrés et/ou selles ou demi-carrés et/ou demi-selles ainsi que des culottes ou demi-culottes)|204
Prepared driers|Siccatifs préparés|3211
Frozen meat of lambs boneless frozen|Viandes désossées dagneau congelées|204
Frozen meat of sheep boneless (excl. lamb)|Viandes désossées dovins congelées (à lexcl. des viandes dagneau)|204
Fresh chilled or frozen meat of goats|Viandes des animaux de lespèce caprine fraîches réfrigérées ou congelées|204
Fresh or chilled goat carcases and half-carcases|Carcasses ou demi-carcasses de caprins fraîches ou réfrigérées|204
Fresh or chilled goat short forequarters|Casques ou demi-casques de caprins frais ou réfrigérés|204
Fresh or chilled goat chines and/or best ends|Carrés et/ou selles ou demi-carrés et/ou demi-selles de caprins frais ou réfrigérés|204
Fresh or chilled legs of goat|Culottes ou demi-culottes de caprins fraîches ou réfrigérées|204
Fresh or chilled cuts of goat with bone in (excl. carcases and half-carcases short forequarters chines and/or best ends and legs)|Morceaux non désossés de caprins frais ou réfrigérés (à lexcl. des carcasses ou demi-carcasses des casques ou demi-casques des carrés et/ou selles ou demi-carrés et/ou demi-selles ainsi que des culottes ou demi-culottes)|204
Fresh or chilled boneless cuts of goat|Morceaux désossés de caprins frais ou réfrigérés|204
Frozen goat carcases and half-carcases|Carcasses ou demi-carcasses de caprins congelées|204
Frozen goat short forequarters|Casques ou demi-casques de caprins congelés|204
Frozen goat legs|Culottes ou demi-culottes de caprins congelées|204
Fresh or chilled dogfish and other sharks|Squales frais ou réfrigérés|302
Frozen cuts of goat with bone in (excl. carcases and half-carcases short forequarters chines and/or best ends and legs)|Morceaux non désossés de caprins congelés (à lexcl. des carcasses ou demi-carcasses des casques ou demi-casques des carrés et/ou selles ou demi-carrés et/ou demi-selles ainsi que des culottes ou demi-culottes)|204
Frozen boneless cuts of goat|Morceaux désossés de caprins congelés|204
Meat of horses asses mules or hinnies fresh chilled or frozen|Viandes des animaux des espèces chevaline asine ou mulassière fraîches réfrigérées ou congelées|205
Fresh or chilled meat of horses asses mules or hinnies|Viandes des animaux des espèces chevaline asine ou mulassière fraîches ou réfrigérées|205
Zinc bars rods profiles and wire n.e.s.|Barres profilés et fils en zinc n.d.a.|7904
Frozen meat of horses asses mules or hinnies|Viandes des animaux des espèces chevaline asine ou mulassière congelées|205
Edible offal of bovine animals swine sheep goats horses asses mules or hinnies fresh chilled or frozen|Abats comestibles des animaux des espèces bovine porcine ovine caprine chevaline asine ou mulassière frais réfrigérés ou congelés|206
Fresh or chilled edible offal of bovine animals|Abats comestibles de bovins frais ou réfrigérés|206
Fresh or chilled edible bovine offal for manufacture of pharmaceutical products|Abats comestibles de bovins destinés à la fabrication de produits pharmaceutiques frais ou réfrigérés|206
Fresh or chilled edible bovine thick and thin skirt (excl. for manufacture of pharmaceutical products)|Onglets et hampes de bovins comestibles frais ou réfrigérés (à lexcl. de ceux destinés à la fabrication de produits pharmaceutiques)|206
Fresh or chilled edible bovine offal (excl. for manufacture of pharmaceutical products thick and thin skirt)|Abats comestibles de bovins frais ou réfrigérés (à lexcl. de ceux destinés à la fabrication de produits pharmaceutiques ainsi que des onglets et hampes)|206
Frozen edible bovine tongues|Langues de bovins comestibles congelées|206
Frozen edible bovine livers|Foies de bovins comestibles congelés|206
Frozen edible bovine offal (excl. tongues and livers)|Abats comestibles de bovins congelés (à lexcl. des langues et des foies)|206
Candles tapers and the like|Bougies chandelles cierges et articles simil.|3406
Frozen edible bovine offal for manufacture of pharmaceutical products (excl. tongues and livers)|Abats comestibles de bovins congelés destinés à la fabrication de produits pharmaceutiques (à lexcl. des langues et des foies)|206
Frozen edible bovine thick and thin skirt (excl. for manufacture of pharmaceutical products)|Onglets et hampes de bovins comestibles congelés (à lexcl. de ceux destinés à la fabrication de produits pharmaceutiques)|206
Frozen edible bovine offal (excl. for manufacture of pharmaceutical products tongues livers and thick and thin skirt)|Abats comestibles de bovins congelés (à lexcl. de ceux destinés à la fabrication de produits pharmaceutiques ainsi que des langues foies onglets et hampes)|206
Fresh or chilled edible offal of swine|Abats comestibles de porcins frais ou réfrigérés|206
Modelling pastes incl. those put up for childrens amusement preparations known as \dental wax\ or as \dental impression compounds\ put up in sets in packings for retail sale or in plates horseshoe shapes sticks or similar forms other preparations for use in dentistry with a basis of plaster \of calcined gypsum or calcium sulphate\|Pâtes à modeler y.c. celles présentées pour lamusement des enfants compositions dites cires pour lart dentaire présentées en assortiments dans des emballages de vente au détail ou en plaquettes fers à cheval bâtonnets ou sous des formes simil. autres compositions pour lart dentaire à base de plâtre|3407
Frozen edible livers of swine|Foies de porcins comestibles congelés|206
Edible offal of swine frozen (excl. livers)|Abats comestibles de porcins congelés (à lexcl. des foies)|206
Propellent powders|Poudres propulsives|3601
Fresh or chilled edible offal of sheep goats horses asses mules and hinnies|Abats comestibles des animaux des espèces ovine caprine chevaline asine ou mulassière frais ou réfrigérés|206
Fresh or chilled edible offal of sheep goats horses asses mules and hinnies for manufacture of pharmaceutical products|Abats comestibles des animaux des espèces ovine caprine chevaline asine ou mulassière frais ou réfrigérés destinés à la fabrication de produits pharmaceutiques|206
Prepared explosives (excl. propellent powders)|Explosifs préparés (à lexcl. des poudres propulsives)|3602
Frozen lesser or Greenland halibut \Reinhardtius hippoglossoides\ Atlantic halibut \Hippoglossus hippoglossus\ and Pacific halibut \Hippoglossus stenolepis\|Flétans [Reinhardtius hippoglossoides Hippoglossus hippoglossus Hippoglossus stenolepis] congelés|303
Fresh or chilled edible offal of horses asses mules and hinnies (excl. for manufacture of pharmaceutical products)|Abats comestibles des animaux des espèces chevaline asine ou mulassière frais ou réfrigérés (à lexcl. de ceux destinés à la fabrication de produits pharmaceutiques)|206
Fresh or chilled edible offal of sheep and goats (excl. for manufacture of pharmaceutical products)|Abats comestibles dovins ou de caprins frais ou réfrigérés (à lexcl. de ceux destinés à la fabrication de produits pharmaceutiques)|206
Frozen edible offal of sheep goats horses asses mules and hinnies|Abats comestibles des animaux des espèces ovine caprine chevaline asine ou mulassière congelés|206
Matches (excl. pyrotechnic articles of heading 3604)|Allumettes (autres que les articles de pyrotechnie du n° 3604)|3605
Frozen edible offal of sheep goats horses mules and hinnies for manufacture of pharmaceutical products|Abats comestibles des animaux des espèces ovine caprine chevaline asine ou mulassière congelés destinés à la fabrication de produits pharmaceutiques|206
Frozen edible offal of horses asses mules and hinnies (excl. for manufacture of pharmaceutical products)|Abats comestibles des animaux des espèces chevaline asine ou mulassière congelés (à lexcl. de ceux destinés à la fabrication de produits pharmaceutiques)|206
Frozen edible offal of sheep and goats (excl. for manufacture of pharmaceutical products)|Abats comestibles dovins ou de caprins congelés (à lexcl. de ceux destinés à la fabrication de produits pharmaceutiques)|206
Residual lyes from the manufacture of wood pulp whether or not concentrated desugared or chemically treated incl. lignin sulphonates (excl. tall oil sodium hydroxide \caustic soda\ and sulphate pitch)|Lessives résiduaires de la fabrication des pâtes de cellulose même concentrées désucrées ou traitées chimiquement y.c. les lignosulfonates (à lexcl. du tall oil de la soude caustique et de la poix de sulfate [poix de tall oil])|3804
Meat and edible offal of fowls of the species Gallus domesticus ducks geese turkeys and guinea fowls fresh chilled or frozen|Viandes et abats comestibles frais réfrigérés ou congelés de coqs poules canards oies dindons dindes et pintades [des espèces domestiques]|207
Fresh or chilled fowls of the species Gallus domesticus not cut in pieces|Coqs et poules [des espèces domestiques] non-découpés en morceaux frais ou réfrigérés|207
Preparations and charges for fire-extinguishers charged fire-extinguishing grenades (excl. full or empty fire-extinguishing devices whether or not portable unmixed chemically undefined products with fire-extinguishing properties in other forms)|Compositions et charges pour appareils extincteurs grenades et bombes extinctrices (à lexcl. des appareils extincteurs même portatifs chargés ou non ainsi que des produits chimiques ayant des propriétés extinctrices présentés isolément sans être conditionnés sous forme de charges grenades ou bombes)|3813
Fresh or chilled plucked and gutted fowls of species Gallus domesticus with heads and feet known as \83% chickens\|Coqs et poules [des espèces domestiques] présentés plumés sans boyaux avec la tête et les pattes dénommés poulets 83% frais ou réfrigérés|207
Fresh or chilled plucked and drawn fowls of species Gallus domesticus without heads and feet but with necks hearts livers and gizzards known as \70% chickens\|Coqs et poules [des espèces domestiques] présentés plumés vidés sans la tête ni les pattes mais avec le cou le coeur le foie et le gésier dénommés poulets 70% frais ou réfrigérés|207
